PCCO;STRAATNAAM;HSNR.;TOEVOEG;POSTCD;PLAATS;STATUS
Q06010022 ;VAN KINSCHOTSTRAAT;22;;3421TR;OUDEWATER;O
Q06010023 ;VAN KINSCHOTSTRAAT;23;;3421TN;OUDEWATER;O
Q06010024 ;VAN KINSCHOTSTRAAT;24;;3421TR;OUDEWATER;O
Q06010025 ;VAN KINSCHOTSTRAAT;25;;3421TN;OUDEWATER;O
Q06010026 ;VAN KINSCHOTSTRAAT;26;;3421TR;OUDEWATER;O
Q06010027 ;VAN KINSCHOTSTRAAT;27;;3421TN;OUDEWATER;O
Q06010028 ;VAN KINSCHOTSTRAAT;28;;3421TR;OUDEWATER;O
Q06010029 ;VAN KINSCHOTSTRAAT;29;;3421TN;OUDEWATER;O
Q06010030 ;VAN KINSCHOTSTRAAT;30;;3421TR;OUDEWATER;O
Q06010031 ;VAN KINSCHOTSTRAAT;31;;3421TN;OUDEWATER;O
Q06010032 ;VAN KINSCHOTSTRAAT;32;;3421TR;OUDEWATER;O
Q06010033 ;VAN KINSCHOTSTRAAT;33;;3421TN;OUDEWATER;O
Q06010034 ;VAN KINSCHOTSTRAAT;34;;3421TR;OUDEWATER;O
Q06010035 ;VAN KINSCHOTSTRAAT;35;;3421TN;OUDEWATER;O
Q06010036 ;VAN KINSCHOTSTRAAT;36;;3421TR;OUDEWATER;O
Q06010037 ;VAN KINSCHOTSTRAAT;37;;3421TN;OUDEWATER;O
Q06010038 ;VAN KINSCHOTSTRAAT;38;;3421TR;OUDEWATER;O
Q06010039 ;VAN KINSCHOTSTRAAT;39;;3421TN;OUDEWATER;O
Q06010040 ;VAN KINSCHOTSTRAAT;40;;3421TR;OUDEWATER;O
Q06010041 ;VAN KINSCHOTSTRAAT;41;;3421TP;OUDEWATER;O
Q06010043 ;VAN KINSCHOTSTRAAT;43;;3421TP;OUDEWATER;O
Q06010045 ;VAN KINSCHOTSTRAAT;45;;3421TP;OUDEWATER;O
Q06010047 ;VAN KINSCHOTSTRAAT;47;;3421TP;OUDEWATER;O
Q06010049 ;VAN KINSCHOTSTRAAT;49;;3421TP;OUDEWATER;O
Q06010051 ;VAN KINSCHOTSTRAAT;51;;3421TP;OUDEWATER;O
Q06010053 ;VAN KINSCHOTSTRAAT;53;;3421TP;OUDEWATER;O
Q06010055 ;VAN KINSCHOTSTRAAT;55;;3421TP;OUDEWATER;O
Q06510001 ;E C RAHMSPAD;1;;3421TZ;OUDEWATER;O
Q06510002 ;E C RAHMSPAD;2;;3421TZ;OUDEWATER;O
Q06510003 ;E C RAHMSPAD;3;;3421TZ;OUDEWATER;O
Q06510004 ;E C RAHMSPAD;4;;3421TZ;OUDEWATER;O
Q06510005 ;E C RAHMSPAD;5;;3421TZ;OUDEWATER;O
Q06510006 ;E C RAHMSPAD;6;;3421TZ;OUDEWATER;O
Q06510007 ;E C RAHMSPAD;7;;3421TZ;OUDEWATER;O
Q06510008 ;E C RAHMSPAD;8;;3421TZ;OUDEWATER;O
Q06510009 ;E C RAHMSPAD;9;;3421TZ;OUDEWATER;O
Q06510010 ;E C RAHMSPAD;10;;3421TZ;OUDEWATER;O
Q07010001 ;KON.JULIANASTRAAT;1;;3421JA;OUDEWATER;O
Q07010002 ;KON.JULIANASTRAAT;2;;3421JB;OUDEWATER;O
Q07010003 ;KON.JULIANASTRAAT;3;;3421JA;OUDEWATER;O
Q07010004 ;KON.JULIANASTRAAT;4;;3421JB;OUDEWATER;O
Q07010005 ;KON.JULIANASTRAAT;5;;3421JA;OUDEWATER;O
Q07010006 ;KON.JULIANASTRAAT;6;;3421JB;OUDEWATER;O
Q07010007 ;KON.JULIANASTRAAT;7;;3421JA;OUDEWATER;O
Q07010008 ;KON.JULIANASTRAAT;8;;3421JB;OUDEWATER;O
Q07010009 ;KON.JULIANASTRAAT;9;;3421JA;OUDEWATER;O
Q07010010 ;KON.JULIANASTRAAT;10;;3421JB;OUDEWATER;O
Q07010011 ;KON.JULIANASTRAAT;11;;3421JA;OUDEWATER;O
Q07010013 ;KON.JULIANASTRAAT;13;;3421JA;OUDEWATER;O
Q07010014 ;KON.JULIANASTRAAT;14;;3421JB;OUDEWATER;O
Q07010016 ;KON.JULIANASTRAAT;16;;3421JB;OUDEWATER;O
Q07010017 ;KON.JULIANASTRAAT;17;;3421JA;OUDEWATER;O
Q07010018 ;KON.JULIANASTRAAT;18;;3421JB;OUDEWATER;O
Q07010019 ;KON.JULIANASTRAAT;19;;3421JA;OUDEWATER;O
Q07010021 ;KON.JULIANASTRAAT;21;;3421JA;OUDEWATER;O
Q07010022 ;KON.JULIANASTRAAT;22;;3421JB;OUDEWATER;O
Q07010023 ;KON.JULIANASTRAAT;23;;3421JA;OUDEWATER;O
Q07010025 ;KON.JULIANASTRAAT;25;;3421JA;OUDEWATER;O
Q07010026 ;KON.JULIANASTRAAT;26;;3421JB;OUDEWATER;O
Q07010027 ;KON.JULIANASTRAAT;27;;3421JA;OUDEWATER;O
Q07010028 ;KON.JULIANASTRAAT;28;;3421JB;OUDEWATER;O
Q07010029 ;KON.JULIANASTRAAT;29;;3421JA;OUDEWATER;O
Q07010030 ;KON.JULIANASTRAAT;30;;3421JB;OUDEWATER;O
Q07010031 ;KON.JULIANASTRAAT;31;;3421JA;OUDEWATER;O
Q07010032 ;KON.JULIANASTRAAT;32;;3421JB;OUDEWATER;O
Q07010033 ;KON.JULIANASTRAAT;33;;3421JA;OUDEWATER;O
Q07010034 ;KON.JULIANASTRAAT;34;;3421JB;OUDEWATER;O
Q07010035 ;KON.JULIANASTRAAT;35;;3421JA;OUDEWATER;O
Q07010036 ;KON.JULIANASTRAAT;36;;3421JB;OUDEWATER;O
Q07010037 ;KON.JULIANASTRAAT;37;;3421JA;OUDEWATER;O
Q07010038 ;KON.JULIANASTRAAT;38;;3421JB;OUDEWATER;O
Q07010039 ;KON.JULIANASTRAAT;39;;3421JA;OUDEWATER;O
Q07010042 ;KON.JULIANASTRAAT;42;;3421JC;OUDEWATER;O
Q07010044 ;KON.JULIANASTRAAT;44;;3421JC;OUDEWATER;O
Q07010046 ;KON.JULIANASTRAAT;46;;3421JC;OUDEWATER;O
Q07010048 ;KON.JULIANASTRAAT;48;;3421JC;OUDEWATER;O
Q07010050 ;KON.JULIANASTRAAT;50;;3421JC;OUDEWATER;O
Q07010052 ;KON.JULIANASTRAAT;52;;3421JC;OUDEWATER;O
Q07010054 ;KON.JULIANASTRAAT;54;;3421JC;OUDEWATER;O
Q07010056 ;KON.JULIANASTRAAT;56;;3421JC;OUDEWATER;O
Q07010058 ;KON.JULIANASTRAAT;58;;3421JC;OUDEWATER;O
Q07010060 ;KON.JULIANASTRAAT;60;;3421JC;OUDEWATER;O
Q07010062 ;KON.JULIANASTRAAT;62;;3421JC;OUDEWATER;O
Q07010064 ;KON.JULIANASTRAAT;64;;3421JC;OUDEWATER;O
Q07010068 ;KON.JULIANASTRAAT;68;;3421JC;OUDEWATER;O
Q07010070 ;KON.JULIANASTRAAT;70;;3421JC;OUDEWATER;O
Q07510003 ;PR BERNHARDSTRAAT;3;;3421JD;OUDEWATER;O
Q07510004 ;PR BERNHARDSTRAAT;4;;3421JD;OUDEWATER;O
Q07510005 ;PR BERNHARDSTRAAT;5;;3421JD;OUDEWATER;O
Q07510006 ;PR BERNHARDSTRAAT;6;;3421JD;OUDEWATER;O
Q07510007 ;PR BERNHARDSTRAAT;7;;3421JD;OUDEWATER;O
Q07510008 ;PR BERNHARDSTRAAT;8;;3421JD;OUDEWATER;O
Q07510009 ;PR BERNHARDSTRAAT;9;;3421JD;OUDEWATER;O
Q07510010 ;PR BERNHARDSTRAAT;10;;3421JD;OUDEWATER;O
Q07510011 ;PR BERNHARDSTRAAT;11;;3421JD;OUDEWATER;O
Q07510012 ;PR BERNHARDSTRAAT;12;;3421JD;OUDEWATER;O
Q07510013 ;PR BERNHARDSTRAAT;13;;3421JD;OUDEWATER;O
Q07510014 ;PR BERNHARDSTRAAT;14;;3421JD;OUDEWATER;O
Q07510015 ;PR BERNHARDSTRAAT;15;;3421JD;OUDEWATER;O
Q07510016 ;PR BERNHARDSTRAAT;16;;3421JD;OUDEWATER;O
Q07510017 ;PR BERNHARDSTRAAT;17;;3421JD;OUDEWATER;O
Q07510018 ;PR BERNHARDSTRAAT;18;;3421JD;OUDEWATER;O
Q07510019 ;PR BERNHARDSTRAAT;19;;3421JD;OUDEWATER;O
Q07510020 ;PR BERNHARDSTRAAT;20;;3421JD;OUDEWATER;O
Q07510021 ;PR BERNHARDSTRAAT;21;;3421JD;OUDEWATER;O
Q07510022 ;PR BERNHARDSTRAAT;22;;3421JD;OUDEWATER;O
Q07510023 ;PR BERNHARDSTRAAT;23;;3421JD;OUDEWATER;O
Q07510024 ;PR BERNHARDSTRAAT;24;;3421JD;OUDEWATER;O
Q07510025 ;PR BERNHARDSTRAAT;25;;3421JD;OUDEWATER;O
Q07510026 ;PR BERNHARDSTRAAT;26;;3421JD;OUDEWATER;O
Q07510027 ;PR BERNHARDSTRAAT;27;;3421JD;OUDEWATER;O
Q07510029 ;PR BERNHARDSTRAAT;29;;3421JD;OUDEWATER;O
Q07510031 ;PR BERNHARDSTRAAT;31;;3421JD;OUDEWATER;O
Q07510033 ;PR BERNHARDSTRAAT;33;;3421JD;OUDEWATER;O
Q07510035 ;PR BERNHARDSTRAAT;35;;3421JD;OUDEWATER;O
Q07510037 ;PR BERNHARDSTRAAT;37;;3421JD;OUDEWATER;O
Q07510039 ;PR BERNHARDSTRAAT;39;;3421JD;OUDEWATER;O
Q07510041 ;PR BERNHARDSTRAAT;41;;3421JD;OUDEWATER;O
Q07510043 ;PR BERNHARDSTRAAT;43;;3421JD;OUDEWATER;O
Q07510045 ;PR BERNHARDSTRAAT;45;;3421JD;OUDEWATER;O
Q07510047 ;PR BERNHARDSTRAAT;47;;3421JD;OUDEWATER;O
Q07510049 ;PR BERNHARDSTRAAT;49;;3421JD;OUDEWATER;O
Q07510051 ;PR BERNHARDSTRAAT;51;;3421JD;OUDEWATER;O
Q07510053 ;PR BERNHARDSTRAAT;53;;3421JD;OUDEWATER;O
Q07510055 ;PR BERNHARDSTRAAT;55;;3421JD;OUDEWATER;O
Q07510057 ;PR BERNHARDSTRAAT;57;;3421JD;OUDEWATER;O
Q07510059 ;PR BERNHARDSTRAAT;59;;3421JD;OUDEWATER;O
Q07510061 ;PR BERNHARDSTRAAT;61;;3421JD;OUDEWATER;O
Q07510063 ;PR BERNHARDSTRAAT;63;;3421JD;OUDEWATER;O
Q07510065 ;PR BERNHARDSTRAAT;65;;3421JD;OUDEWATER;O
Q07510067 ;PR BERNHARDSTRAAT;67;;3421JD;OUDEWATER;O
Q07510069 ;PR BERNHARDSTRAAT;69;;3421JD;OUDEWATER;O
Q07510071 ;PR BERNHARDSTRAAT;71;;3421JD;OUDEWATER;O
Q07510073 ;PR BERNHARDSTRAAT;73;;3421JD;OUDEWATER;O
Q07510075 ;PR BERNHARDSTRAAT;75;;3421JD;OUDEWATER;O
Q07510077 ;PR BERNHARDSTRAAT;77;;3421JD;OUDEWATER;O
Q07510079 ;PR BERNHARDSTRAAT;79;;3421JD;OUDEWATER;O
Q07510081 ;PR BERNHARDSTRAAT;81;;3421JD;OUDEWATER;O
Q07510083 ;PR BERNHARDSTRAAT;83;;3421JD;OUDEWATER;O
Q07510085 ;PR BERNHARDSTRAAT;85;;3421JD;OUDEWATER;O
Q09010001 ;HERMAN DE MANSTRAAT;1;;3421HW;OUDEWATER;O
Q09010002 ;HERMAN DE MANSTRAAT;2;;3421HX;OUDEWATER;O
Q09010003 ;HERMAN DE MANSTRAAT;3;;3421HW;OUDEWATER;O
Q09010004 ;HERMAN DE MANSTRAAT;4;;3421HX;OUDEWATER;O
Q09010005 ;HERMAN DE MANSTRAAT;5;;3421HW;OUDEWATER;O
Q09010006 ;HERMAN DE MANSTRAAT;6;;3421HX;OUDEWATER;O
Q09010007 ;HERMAN DE MANSTRAAT;7;;3421HW;OUDEWATER;O
Q09010008 ;HERMAN DE MANSTRAAT;8;;3421HX;OUDEWATER;O
Q09010009 ;HERMAN DE MANSTRAAT;9;;3421HW;OUDEWATER;O
Q09010010 ;HERMAN DE MANSTRAAT;10;;3421HX;OUDEWATER;O
Q09010011 ;HERMAN DE MANSTRAAT;11;;3421HW;OUDEWATER;O
Q09010012 ;HERMAN DE MANSTRAAT;12;;3421HX;OUDEWATER;O
Q09010013 ;HERMAN DE MANSTRAAT;13;;3421HW;OUDEWATER;O
Q09010014 ;HERMAN DE MANSTRAAT;14;;3421HX;OUDEWATER;O
Q09010015 ;HERMAN DE MANSTRAAT;15;;3421HW;OUDEWATER;O
Q09010016 ;HERMAN DE MANSTRAAT;16;;3421HX;OUDEWATER;O
Q09010017 ;HERMAN DE MANSTRAAT;17;;3421HW;OUDEWATER;O
Q09010018 ;HERMAN DE MANSTRAAT;18;;3421HX;OUDEWATER;O
Q09010019 ;HERMAN DE MANSTRAAT;19;;3421HW;OUDEWATER;O
Q09010020 ;HERMAN DE MANSTRAAT;20;;3421HX;OUDEWATER;O
Q09010021 ;HERMAN DE MANSTRAAT;21;;3421HW;OUDEWATER;O
Q09010022 ;HERMAN DE MANSTRAAT;22;;3421HX;OUDEWATER;O
Q09010023 ;HERMAN DE MANSTRAAT;23;;3421HW;OUDEWATER;O
Q09010024 ;HERMAN DE MANSTRAAT;24;;3421HX;OUDEWATER;O
Q09010025 ;HERMAN DE MANSTRAAT;25;;3421HW;OUDEWATER;O
Q09010026 ;HERMAN DE MANSTRAAT;26;;3421HX;OUDEWATER;O
Q09010027 ;HERMAN DE MANSTRAAT;27;;3421HW;OUDEWATER;O
Q09010028 ;HERMAN DE MANSTRAAT;28;;3421HX;OUDEWATER;O
Q09010029 ;HERMAN DE MANSTRAAT;29;;3421HW;OUDEWATER;O
Q09010030 ;HERMAN DE MANSTRAAT;30;;3421HX;OUDEWATER;O
Q09010031 ;HERMAN DE MANSTRAAT;31;;3421HW;OUDEWATER;O
Q09010032 ;HERMAN DE MANSTRAAT;32;;3421HX;OUDEWATER;O
Q09010033 ;HERMAN DE MANSTRAAT;33;;3421HW;OUDEWATER;O
Q09010034 ;HERMAN DE MANSTRAAT;34;;3421HX;OUDEWATER;O
Q09010035 ;HERMAN DE MANSTRAAT;35;;3421HW;OUDEWATER;O
Q09010036 ;HERMAN DE MANSTRAAT;36;;3421HX;OUDEWATER;O
Q09010038 ;HERMAN DE MANSTRAAT;38;;3421HX;OUDEWATER;O
Q09010040 ;HERMAN DE MANSTRAAT;40;;3421HX;OUDEWATER;O
Q09010042 ;HERMAN DE MANSTRAAT;42;;3421HX;OUDEWATER;O
Q09010044 ;HERMAN DE MANSTRAAT;44;;3421HX;OUDEWATER;O
Q09010046 ;HERMAN DE MANSTRAAT;46;;3421HX;OUDEWATER;O
Q09010048 ;HERMAN DE MANSTRAAT;48;;3421HX;OUDEWATER;O
Q09010050 ;HERMAN DE MANSTRAAT;50;;3421HX;OUDEWATER;O
Q09010052 ;HERMAN DE MANSTRAAT;52;;3421HX;OUDEWATER;O
Q09510001 ;A C VAN AELSTSTRAAT;1;;3421HZ;OUDEWATER;O
Q09510003 ;A C VAN AELSTSTRAAT;3;;3421HZ;OUDEWATER;O
Q09510005 ;A C VAN AELSTSTRAAT;5;;3421HZ;OUDEWATER;O
Q09510007 ;A C VAN AELSTSTRAAT;7;;3421HZ;OUDEWATER;O
Q09510009 ;A C VAN AELSTSTRAAT;9;;3421HZ;OUDEWATER;O
Q09510013 ;A C VAN AELSTSTRAAT;13;;3421HZ;OUDEWATER;O
Q09510015 ;A C VAN AELSTSTRAAT;15;;3421HZ;OUDEWATER;O
Q10010001 ;JHR.A.V.SWIETENSTR.;1;;3421HR;OUDEWATER;O
Q10010002 ;JHR.A.V.SWIETENSTR.;2;;3421HT;OUDEWATER;O
Q10010003 ;JHR.A.V.SWIETENSTR.;3;;3421HR;OUDEWATER;O
Q10010004 ;JHR.A.V.SWIETENSTR.;4;;3421HT;OUDEWATER;O
Q10010005 ;JHR.A.V.SWIETENSTR.;5;;3421HR;OUDEWATER;O
Q10010006 ;JHR.A.V.SWIETENSTR.;6;;3421HT;OUDEWATER;O
Q10010007 ;JHR.A.V.SWIETENSTR.;7;;3421HR;OUDEWATER;O
Q10010008 ;JHR.A.V.SWIETENSTR.;8;;3421HT;OUDEWATER;O
Q10010009 ;JHR.A.V.SWIETENSTR.;9;;3421HR;OUDEWATER;O
Q10010010 ;JHR.A.V.SWIETENSTR.;10;;3421HT;OUDEWATER;O
Q10010011 ;JHR.A.V.SWIETENSTR.;11;;3421HR;OUDEWATER;O
Q10010012 ;JHR.A.V.SWIETENSTR.;12;;3421HT;OUDEWATER;O
Q10010013 ;JHR.A.V.SWIETENSTR.;13;;3421HR;OUDEWATER;O
Q10010014 ;JHR.A.V.SWIETENSTR.;14;;3421HT;OUDEWATER;O
Q10010015 ;JHR.A.V.SWIETENSTR.;15;;3421HR;OUDEWATER;O
Q10010016 ;JHR.A.V.SWIETENSTR.;16;;3421HT;OUDEWATER;O
Q10010017 ;JHR.A.V.SWIETENSTR.;17;;3421HR;OUDEWATER;O
Q10010018 ;JHR.A.V.SWIETENSTR.;18;;3421HT;OUDEWATER;O
Q10010019 ;JHR.A.V.SWIETENSTR.;19;;3421HR;OUDEWATER;O
Q10010020 ;JHR.A.V.SWIETENSTR.;20;;3421HT;OUDEWATER;O
Q10010021 ;JHR.A.V.SWIETENSTR.;21;;3421HR;OUDEWATER;O
Q10010022 ;JHR.A.V.SWIETENSTR.;22;;3421HT;OUDEWATER;O
Q10010024 ;JHR.A.V.SWIETENSTR.;24;;3421HT;OUDEWATER;O
Q10010026 ;JHR.A.V.SWIETENSTR.;26;;3421HT;OUDEWATER;O
Q10010026A;JHR.A.V.SWIETENSTR.;26;A;3421HT;OUDEWATER;O
Q10010027 ;JHR.A.V.SWIETENSTR.;27;;3421HR;OUDEWATER;O
Q10010028 ;JHR.A.V.SWIETENSTR.;28;;3421HT;OUDEWATER;O
Q10010028A;JHR.A.V.SWIETENSTR.;28;A;3421HT;OUDEWATER;O
Q10010029 ;JHR.A.V.SWIETENSTR.;29;;3421HR;OUDEWATER;O
Q10010029A;JHR.A.V.SWIETENSTR.;29;A;3421HR;OUDEWATER;O
Q10010030 ;JHR.A.V.SWIETENSTR.;30;;3421HT;OUDEWATER;O
Q10010030A;JHR.A.V.SWIETENSTR.;30;A;3421HT;OUDEWATER;O
Q10010031 ;JHR.A.V.SWIETENSTR.;31;;3421HS;OUDEWATER;O
Q10010031A;JHR.A.V.SWIETENSTR.;31;A;3421HS;OUDEWATER;O
Q10010032 ;JHR.A.V.SWIETENSTR.;32;;3421HT;OUDEWATER;O
Q10010032A;JHR.A.V.SWIETENSTR.;32;A;3421HT;OUDEWATER;O
Q10010033 ;JHR.A.V.SWIETENSTR.;33;;3421HS;OUDEWATER;O
Q10010033A;JHR.A.V.SWIETENSTR.;33;A;3421HS;OUDEWATER;O
Q10010034 ;JHR.A.V.SWIETENSTR.;34;;3421HT;OUDEWATER;O
Q10010034A;JHR.A.V.SWIETENSTR.;34;A;3421HT;OUDEWATER;O
Q10010035 ;JHR.A.V.SWIETENSTR.;35;;3421HS;OUDEWATER;O
Q10010035A;JHR.A.V.SWIETENSTR.;35;A;3421HS;OUDEWATER;O
Q10010037 ;JHR.A.V.SWIETENSTR.;37;;3421HS;OUDEWATER;O
Q10010037A;JHR.A.V.SWIETENSTR.;37;A;3421HS;OUDEWATER;O
Q10010039 ;JHR.A.V.SWIETENSTR.;39;;3421HS;OUDEWATER;O
Q10010039A;JHR.A.V.SWIETENSTR.;39;A;3421HS;OUDEWATER;O
Q10010041 ;JHR.A.V.SWIETENSTR.;41;;3421HS;OUDEWATER;O
Q10010041A;JHR.A.V.SWIETENSTR.;41;A;3421HS;OUDEWATER;O
Q10010049 ;JHR.A.V.SWIETENSTR.;49;;3421HS;OUDEWATER;O
Q10010051 ;JHR.A.V.SWIETENSTR.;51;;3421HS;OUDEWATER;O
Q10010053 ;JHR.A.V.SWIETENSTR.;53;;3421HS;OUDEWATER;O
Q10010055 ;JHR.A.V.SWIETENSTR.;55;;3421HS;OUDEWATER;O
Q10010057 ;JHR.A.V.SWIETENSTR.;57;;3421HS;OUDEWATER;O
Q10010059 ;JHR.A.V.SWIETENSTR.;59;;3421HS;OUDEWATER;O
Q10510001 ;A VAN OUWATERSTRAAT;1;;3421HV;OUDEWATER;O
Q10510001A;A VAN OUWATERSTRAAT;1;A;3421HV;OUDEWATER;O
Q10510002 ;A VAN OUWATERSTRAAT;2;;3421HV;OUDEWATER;O
Q10510003 ;A VAN OUWATERSTRAAT;3;;3421HV;OUDEWATER;O
Q10510004 ;A VAN OUWATERSTRAAT;4;;3421HV;OUDEWATER;O
Q11010001 ;CORN VALERIUSSTRAAT;1;;3421HN;OUDEWATER;O
Q11010002 ;CORN VALERIUSSTRAAT;2;;3421HN;OUDEWATER;O
Q11010003 ;CORN VALERIUSSTRAAT;3;;3421HN;OUDEWATER;O
Q11010004 ;CORN VALERIUSSTRAAT;4;;3421HN;OUDEWATER;O
Q11010005 ;CORN VALERIUSSTRAAT;5;;3421HN;OUDEWATER;O
Q11010006 ;CORN VALERIUSSTRAAT;6;;3421HN;OUDEWATER;O
Q11010007 ;CORN VALERIUSSTRAAT;7;;3421HN;OUDEWATER;O
Q11010008 ;CORN VALERIUSSTRAAT;8;;3421HN;OUDEWATER;O
Q11010010 ;CORN VALERIUSSTRAAT;10;;3421HN;OUDEWATER;O
Q11010012 ;CORN VALERIUSSTRAAT;12;;3421HN;OUDEWATER;O
Q11010014 ;CORN VALERIUSSTRAAT;14;;3421HN;OUDEWATER;O
Q11010018 ;CORN VALERIUSSTRAAT;18;;3421HN;OUDEWATER;O
Q11010020 ;CORN VALERIUSSTRAAT;20;;3421HN;OUDEWATER;O
Q11010022 ;CORN VALERIUSSTRAAT;22;;3421HN;OUDEWATER;O
Q11010024 ;CORN VALERIUSSTRAAT;24;;3421HN;OUDEWATER;O
Q11010026 ;CORN VALERIUSSTRAAT;26;;3421HN;OUDEWATER;O
Q11510001 ;J.P.V.D.LEESTRAAT;1;;3421HP;OUDEWATER;O
Q11510002 ;J.P.V.D.LEESTRAAT;2;;3421HP;OUDEWATER;O
Q11510003 ;J.P.V.D.LEESTRAAT;3;;3421HP;OUDEWATER;O
Q11510004 ;J.P.V.D.LEESTRAAT;4;;3421HP;OUDEWATER;O
Q11510005 ;J.P.V.D.LEESTRAAT;5;;3421HP;OUDEWATER;O
Q11510006 ;J.P.V.D.LEESTRAAT;6;;3421HP;OUDEWATER;O
Q11510007 ;J.P.V.D.LEESTRAAT;7;;3421HP;OUDEWATER;O
Q11510008 ;J.P.V.D.LEESTRAAT;8;;3421HP;OUDEWATER;O
Q11510009 ;J.P.V.D.LEESTRAAT;9;;3421HP;OUDEWATER;O
Q11510010 ;J.P.V.D.LEESTRAAT;10;;3421HP;OUDEWATER;O
Q11510011 ;J.P.V.D.LEESTRAAT;11;;3421HP;OUDEWATER;O
Q11510012 ;J.P.V.D.LEESTRAAT;12;;3421HP;OUDEWATER;O
Q12010001 ;H VAN VIANDENSTRAAT;1;;3421HL;OUDEWATER;O
Q12010003 ;H VAN VIANDENSTRAAT;3;;3421HL;OUDEWATER;O
Q12010005 ;H VAN VIANDENSTRAAT;5;;3421HL;OUDEWATER;O
Q12010007 ;H VAN VIANDENSTRAAT;7;;3421HL;OUDEWATER;O
Q12010036 ;H VAN VIANDENSTRAAT;36;;3421HM;OUDEWATER;O
Q12010038 ;H VAN VIANDENSTRAAT;38;;3421HM;OUDEWATER;O
Q12010040 ;H VAN VIANDENSTRAAT;40;;3421HM;OUDEWATER;O
Q12010042 ;H VAN VIANDENSTRAAT;42;;3421HM;OUDEWATER;O
Q12010044 ;H VAN VIANDENSTRAAT;44;;3421HM;OUDEWATER;O
Q12010046 ;H VAN VIANDENSTRAAT;46;;3421HM;OUDEWATER;O
Q14510001 ;S.V.ROOYENSTRAAT;1;;3421JE;OUDEWATER;O
Q14510002 ;S.V.ROOYENSTRAAT;2;;3421JE;OUDEWATER;O
Q14510003 ;S.V.ROOYENSTRAAT;3;;3421JE;OUDEWATER;O
Q14510004 ;S.V.ROOYENSTRAAT;4;;3421JE;OUDEWATER;O
Q14510005 ;S.V.ROOYENSTRAAT;5;;3421JE;OUDEWATER;O
Q15010001 ;GERARD DAVIDSTRAAT;1;;3421HK;OUDEWATER;O
Q15010002 ;GERARD DAVIDSTRAAT;2;;3421HK;OUDEWATER;O
Q15010003 ;GERARD DAVIDSTRAAT;3;;3421HK;OUDEWATER;O
Q15010004 ;GERARD DAVIDSTRAAT;4;;3421HK;OUDEWATER;O
Q15010005 ;GERARD DAVIDSTRAAT;5;;3421HK;OUDEWATER;O
Q15010006 ;GERARD DAVIDSTRAAT;6;;3421HK;OUDEWATER;O
Q15010007 ;GERARD DAVIDSTRAAT;7;;3421HK;OUDEWATER;O
Q15010008 ;GERARD DAVIDSTRAAT;8;;3421HK;OUDEWATER;O
Q15010009 ;GERARD DAVIDSTRAAT;9;;3421HK;OUDEWATER;O
Q15010010 ;GERARD DAVIDSTRAAT;10;;3421HK;OUDEWATER;O
Q15010011 ;GERARD DAVIDSTRAAT;11;;3421HK;OUDEWATER;O
Q15010012 ;GERARD DAVIDSTRAAT;12;;3421HK;OUDEWATER;O
Q15010013 ;GERARD DAVIDSTRAAT;13;;3421HK;OUDEWATER;O
Q15010014 ;GERARD DAVIDSTRAAT;14;;3421HK;OUDEWATER;O
Q15010015 ;GERARD DAVIDSTRAAT;15;;3421HK;OUDEWATER;O
Q15010016 ;GERARD DAVIDSTRAAT;16;;3421HK;OUDEWATER;O
Q15010017 ;GERARD DAVIDSTRAAT;17;;3421HK;OUDEWATER;O
Q15510001 ;OUDE SINGEL;1;;3421ED;OUDEWATER;O
Q15510003 ;OUDE SINGEL;3;;3421ED;OUDEWATER;O
Q15510005 ;OUDE SINGEL;5;;3421ED;OUDEWATER;O
Q15510009 ;OUDE SINGEL;9;;3421ED;OUDEWATER;O
Q15520001 ;OUDE SINGEL;11;1;3421ED;OUDEWATER;O
Q15520002 ;OUDE SINGEL;11;2;3421ED;OUDEWATER;O
Q15520003 ;OUDE SINGEL;11;3;3421ED;OUDEWATER;O
Q15520004 ;OUDE SINGEL;11;4;3421ED;OUDEWATER;O
Q15520005 ;OUDE SINGEL;11;5;3421ED;OUDEWATER;O
Q15520006 ;OUDE SINGEL;11;6;3421ED;OUDEWATER;O
Q15520007 ;OUDE SINGEL;11;7;3421ED;OUDEWATER;O
Q15520008 ;OUDE SINGEL;11;8;3421ED;OUDEWATER;O
Q15520009 ;OUDE SINGEL;11;9;3421ED;OUDEWATER;O
Q15520010 ;OUDE SINGEL;11;10;3421ED;OUDEWATER;O
Q15520011 ;OUDE SINGEL;11;11;3421ED;OUDEWATER;O
Q15520012 ;OUDE SINGEL;11;12;3421ED;OUDEWATER;O
Q15520013 ;OUDE SINGEL;11;13;3421ED;OUDEWATER;O
Q15520014 ;OUDE SINGEL;11;14;3421ED;OUDEWATER;O
Q15520021 ;OUDE SINGEL;11;21;3421ED;OUDEWATER;O
Q15520022 ;OUDE SINGEL;11;22;3421ED;OUDEWATER;O
Q15520023 ;OUDE SINGEL;11;23;3421ED;OUDEWATER;O
Q15520024 ;OUDE SINGEL;11;24;3421ED;OUDEWATER;O
Q15520025 ;OUDE SINGEL;11;25;3421ED;OUDEWATER;O
Q15520026 ;OUDE SINGEL;11;26;3421ED;OUDEWATER;O
Q15520027 ;OUDE SINGEL;11;27;3421ED;OUDEWATER;O
Q15520028 ;OUDE SINGEL;11;28;3421ED;OUDEWATER;O
