PCCO;STRAATNAAM;HSNR.;TOEVOEG;POSTCD;PLAATS;STATUS
100510032 ;MEIJE;32;;2421NB;NIEUWKOOP;O
100510042 ;MEIJE;42;;2421NB;NIEUWKOOP;O
100510076 ;MEIJE;76;;2421NB;NIEUWKOOP;O
100510078 ;MEIJE;78;;2421NB;NIEUWKOOP;O
100510086 ;MEIJE;86;;2421NB;NIEUWKOOP;O
100510130 ;MEIJE;130;;2421NB;NIEUWKOOP;O
100510164L;MEIJE;164;L;2421NB;NIEUWKOOP;O
100510166A;MEIJE;166;A;2421NB;NIEUWKOOP;O
100510170 ;MEIJE;170;;2421NB;NIEUWKOOP;O
100510198 ;MEIJE;198;;2421NB;NIEUWKOOP;O
100550031 ;MEIJE;168;31;2421NB;NIEUWKOOP;O
100550035 ;MEIJE;168;35;2421NB;NIEUWKOOP;O
100550039 ;MEIJE;168;39;2421NB;NIEUWKOOP;O
911110001A;ROTTERDAMSEWEG;1;A;2871GA;SCHOONHOVEN;O
911300093 ;PASTEURWEG;93;;2871JM;SCHOONHOVEN;O
920100006 ;DE DIAMANT;6;;2872ZZ;SCHOONHOVEN;O
920100008 ;DE DIAMANT;8;;2872ZZ;SCHOONHOVEN;O
920100014 ;DE DIAMANT;14;;2872ZZ;SCHOONHOVEN;O
920400023 ;BROEIKWEG;23;;2871RM;SCHOONHOVEN;O
920500010 ;PLATINASTRAAT;10;;2742ZX;SCHOONHOVEN;O
921100007 ;DE SMARAGD;7;;2872ZT;SCHOONHOVEN;O
921100015 ;DE SMARAGD;15;;2872ZT;SCHOONHOVEN;O
921100017 ;DE SMARAGD;17;;2872ZT;SCHOONHOVEN;O
921200012 ;GOUDSTRAAT;12;;2872ZS;SCHOONHOVEN;O
B15010042 ;KERKWEG;42;;2825BT;BERKENWOUDE;O
B15010044 ;KERKWEG;44;;2825BT;BERKENWOUDE;O
B15010045 ;KERKWEG;45;;2825BR;BERKENWOUDE;O
B15010045A;KERKWEG;45;A;2825BR;BERKENWOUDE;O
B15010045B;KERKWEG;45;B;2825BR;BERKENWOUDE;O
B15010046 ;KERKWEG;46;;2825BT;BERKENWOUDE;O
B15010047 ;KERKWEG;47;;2825BR;BERKENWOUDE;O
B15010048 ;KERKWEG;48;;2825BT;BERKENWOUDE;O
B15010049 ;KERKWEG;49;;2825BR;BERKENWOUDE;O
B15010050 ;KERKWEG;50;;2825BT;BERKENWOUDE;O
B15010051 ;KERKWEG;51;;2825BR;BERKENWOUDE;O
B15010052 ;KERKWEG;52;;2825BT;BERKENWOUDE;O
B15010053 ;KERKWEG;53;;2825BR;BERKENWOUDE;O
B15010054 ;KERKWEG;54;;2825BT;BERKENWOUDE;O
B15010057 ;KERKWEG;57;;2825BR;BERKENWOUDE;O
B15010058 ;KERKWEG;58;;2825BT;BERKENWOUDE;O
B15010059 ;KERKWEG;59;;2825BR;BERKENWOUDE;O
B15010060 ;KERKWEG;60;;2825BT;BERKENWOUDE;O
B15010061 ;KERKWEG;61;;2825BR;BERKENWOUDE;O
B15010062 ;KERKWEG;62;;2825BT;BERKENWOUDE;O
B15010063 ;KERKWEG;63;;2825BR;BERKENWOUDE;O
B15010065 ;KERKWEG;65;;2825BR;BERKENWOUDE;O
B15010066 ;KERKWEG;66;;2825BV;BERKENWOUDE;O
B15010067 ;KERKWEG;67;;2825BR;BERKENWOUDE;O
B15010068 ;KERKWEG;68;;2825BV;BERKENWOUDE;O
B15010069 ;KERKWEG;69;;2825BR;BERKENWOUDE;O
B15010070 ;KERKWEG;70;;2825BV;BERKENWOUDE;O
B15010071 ;KERKWEG;71;;2825BR;BERKENWOUDE;O
B15010072 ;KERKWEG;72;;2825BV;BERKENWOUDE;O
B15010073 ;KERKWEG;73;;2825NA;BERKENWOUDE;O
B15010074 ;KERKWEG;74;;2825BV;BERKENWOUDE;O
B15010075 ;KERKWEG;75;;2825NA;BERKENWOUDE;O
B15010076 ;KERKWEG;76;;2825BV;BERKENWOUDE;O
B15010077A;KERKWEG;77;A;2825NA;BERKENWOUDE;O
B15010077B;KERKWEG;77;B;2825NA;BERKENWOUDE;O
B15010077C;KERKWEG;77;C;2825NA;BERKENWOUDE;O
B15010077D;KERKWEG;77;D;2825NA;BERKENWOUDE;O
B15010077E;KERKWEG;77;E;2825NA;BERKENWOUDE;O
B15010077F;KERKWEG;77;F;2825NA;BERKENWOUDE;O
B15010077H;KERKWEG;77;H;2825NA;BERKENWOUDE;O
B15010077J;KERKWEG;77;J;2825NA;BERKENWOUDE;O
B15010078 ;KERKWEG;78;;2825BV;BERKENWOUDE;O
B15010080 ;KERKWEG;80;;2825BV;BERKENWOUDE;O
B15010082 ;KERKWEG;82;;2825BV;BERKENWOUDE;O
B15010092 ;KERKWEG;92;;2825BW;BERKENWOUDE;O
B15010094 ;KERKWEG;94;;2825BW;BERKENWOUDE;O
B15010096 ;KERKWEG;96;;2825BW;BERKENWOUDE;O
B15010098 ;KERKWEG;98;;2825BW;BERKENWOUDE;O
B15010100 ;KERKWEG;100;;2825BW;BERKENWOUDE;O
B15010102 ;KERKWEG;102;;2825BW;BERKENWOUDE;O
B15010104 ;KERKWEG;104;;2825BW;BERKENWOUDE;O
B15020001 ;KERKWEG;77;A1;2825NA;BERKENWOUDE;O
B15030001 ;KERKWEG;77;B1;2825NA;BERKENWOUDE;O
B18010001 ;KON.JULIANASTRAAT;1;;2825BJ;BERKENWOUDE;O
B18010003 ;KON.JULIANASTRAAT;3;;2825BJ;BERKENWOUDE;O
B18010005 ;KON.JULIANASTRAAT;5;;2825BJ;BERKENWOUDE;O
B18010007 ;KON.JULIANASTRAAT;7;;2825BJ;BERKENWOUDE;O
B18010009 ;KON.JULIANASTRAAT;9;;2825BJ;BERKENWOUDE;O
B18010011 ;KON.JULIANASTRAAT;11;;2825BJ;BERKENWOUDE;O
B18010013 ;KON.JULIANASTRAAT;13;;2825BJ;BERKENWOUDE;O
B18010015 ;KON.JULIANASTRAAT;15;;2825BJ;BERKENWOUDE;O
B18010017 ;KON.JULIANASTRAAT;17;;2825BJ;BERKENWOUDE;O
B18010019 ;KON.JULIANASTRAAT;19;;2825BJ;BERKENWOUDE;O
B18010021 ;KON.JULIANASTRAAT;21;;2825BJ;BERKENWOUDE;O
B18010023 ;KON.JULIANASTRAAT;23;;2825BJ;BERKENWOUDE;O
B18010025 ;KON.JULIANASTRAAT;25;;2825BJ;BERKENWOUDE;O
B18010027 ;KON.JULIANASTRAAT;27;;2825BJ;BERKENWOUDE;O
B18010029 ;KON.JULIANASTRAAT;29;;2825BJ;BERKENWOUDE;O
B18010031 ;KON.JULIANASTRAAT;31;;2825BJ;BERKENWOUDE;O
B18010033 ;KON.JULIANASTRAAT;33;;2825BJ;BERKENWOUDE;O
B18010035 ;KON.JULIANASTRAAT;35;;2825BJ;BERKENWOUDE;O
B18010037 ;KON.JULIANASTRAAT;37;;2825BJ;BERKENWOUDE;O
B18010039 ;KON.JULIANASTRAAT;39;;2825BJ;BERKENWOUDE;O
B18010041 ;KON.JULIANASTRAAT;41;;2825BJ;BERKENWOUDE;O
B18010043 ;KON.JULIANASTRAAT;43;;2825BJ;BERKENWOUDE;O
B18010045 ;KON.JULIANASTRAAT;45;;2825BJ;BERKENWOUDE;O
B18010047 ;KON.JULIANASTRAAT;47;;2825BJ;BERKENWOUDE;O
B18010049 ;KON.JULIANASTRAAT;49;;2825BJ;BERKENWOUDE;O
B18010051 ;KON.JULIANASTRAAT;51;;2825BJ;BERKENWOUDE;O
B18010053 ;KON.JULIANASTRAAT;53;;2825BJ;BERKENWOUDE;O
B18010055 ;KON.JULIANASTRAAT;55;;2825BJ;BERKENWOUDE;O
B21010001 ;PRINS BERNHARDSTRAAT;1;;2825BD;BERKENWOUDE;O
B21010002 ;PRINS BERNHARDSTRAAT;2;;2825BE;BERKENWOUDE;O
B21010003 ;PRINS BERNHARDSTRAAT;3;;2825BD;BERKENWOUDE;O
B21010004 ;PRINS BERNHARDSTRAAT;4;;2825BE;BERKENWOUDE;O
B21010006 ;PRINS BERNHARDSTRAAT;6;;2825BE;BERKENWOUDE;O
B21010008 ;PRINS BERNHARDSTRAAT;8;;2825BE;BERKENWOUDE;O
B21010010 ;PRINS BERNHARDSTRAAT;10;;2825BE;BERKENWOUDE;O
B21010012 ;PRINS BERNHARDSTRAAT;12;;2825BE;BERKENWOUDE;O
B21010014 ;PRINS BERNHARDSTRAAT;14;;2825BE;BERKENWOUDE;O
B21010016 ;PRINS BERNHARDSTRAAT;16;;2825BE;BERKENWOUDE;O
B21010018 ;PRINS BERNHARDSTRAAT;18;;2825BE;BERKENWOUDE;O
B21010020 ;PRINS BERNHARDSTRAAT;20;;2825BE;BERKENWOUDE;O
B21010022 ;PRINS BERNHARDSTRAAT;22;;2825BE;BERKENWOUDE;O
B21010024 ;PRINS BERNHARDSTRAAT;24;;2825BE;BERKENWOUDE;O
B21010026 ;PRINS BERNHARDSTRAAT;26;;2825BE;BERKENWOUDE;O
B21010028 ;PRINS BERNHARDSTRAAT;28;;2825BE;BERKENWOUDE;O
B21010030 ;PRINS BERNHARDSTRAAT;30;;2825BE;BERKENWOUDE;O
B21010032 ;PRINS BERNHARDSTRAAT;32;;2825BE;BERKENWOUDE;O
B21010034 ;PRINS BERNHARDSTRAAT;34;;2825BE;BERKENWOUDE;O
B21010036 ;PRINS BERNHARDSTRAAT;36;;2825BE;BERKENWOUDE;O
B21010040 ;PRINS BERNHARDSTRAAT;40;;2825BE;BERKENWOUDE;O
B24010001 ;PRINS CLAUSSTRAAT;1;;2825BG;BERKENWOUDE;O
B24010002 ;PRINS CLAUSSTRAAT;2;;2825BG;BERKENWOUDE;O
B27010003 ;PR.BEATRIXSTRAAT;3;;2825BH;BERKENWOUDE;O
B27010004 ;PR.BEATRIXSTRAAT;4;;2825BH;BERKENWOUDE;O
B27010006 ;PR.BEATRIXSTRAAT;6;;2825BH;BERKENWOUDE;O
B27010008 ;PR.BEATRIXSTRAAT;8;;2825BH;BERKENWOUDE;O
B27010010 ;PR.BEATRIXSTRAAT;10;;2825BH;BERKENWOUDE;O
B27010012 ;PR.BEATRIXSTRAAT;12;;2825BH;BERKENWOUDE;O
B36010001 ;WILGENHOF;1;;2825BC;BERKENWOUDE;O
B36010002 ;WILGENHOF;2;;2825BC;BERKENWOUDE;O
B36010003 ;WILGENHOF;3;;2825BC;BERKENWOUDE;O
B36010004 ;WILGENHOF;4;;2825BC;BERKENWOUDE;O
B36010005 ;WILGENHOF;5;;2825BC;BERKENWOUDE;O
B36010006 ;WILGENHOF;6;;2825BC;BERKENWOUDE;O
B36010008 ;WILGENHOF;8;;2825BC;BERKENWOUDE;O
B36010010 ;WILGENHOF;10;;2825BC;BERKENWOUDE;O
B36010012 ;WILGENHOF;12;;2825BC;BERKENWOUDE;O
B39010001 ;GROENE ZOOM;1;;2825BA;BERKENWOUDE;O
B39010002 ;GROENE ZOOM;2;;2825BA;BERKENWOUDE;O
B39010003 ;GROENE ZOOM;3;;2825BA;BERKENWOUDE;O
B39010004 ;GROENE ZOOM;4;;2825BA;BERKENWOUDE;O
B39010005 ;GROENE ZOOM;5;;2825BA;BERKENWOUDE;O
B39010006 ;GROENE ZOOM;6;;2825BA;BERKENWOUDE;O
B39010007 ;GROENE ZOOM;7;;2825BA;BERKENWOUDE;O
B39010008 ;GROENE ZOOM;8;;2825BA;BERKENWOUDE;O
B39010009 ;GROENE ZOOM;9;;2825BA;BERKENWOUDE;O
B39010010 ;GROENE ZOOM;10;;2825BA;BERKENWOUDE;O
B39010011 ;GROENE ZOOM;11;;2825BA;BERKENWOUDE;O
B39010012 ;GROENE ZOOM;12;;2825BA;BERKENWOUDE;O
B39010013 ;GROENE ZOOM;13;;2825BA;BERKENWOUDE;O
B39010014 ;GROENE ZOOM;14;;2825BA;BERKENWOUDE;O
B39010015 ;GROENE ZOOM;15;;2825BA;BERKENWOUDE;O
B39010016 ;GROENE ZOOM;16;;2825BB;BERKENWOUDE;O
B39010017 ;GROENE ZOOM;17;;2825BB;BERKENWOUDE;O
B39010018 ;GROENE ZOOM;18;;2825BB;BERKENWOUDE;O
B39010019 ;GROENE ZOOM;19;;2825BB;BERKENWOUDE;O
B39010020 ;GROENE ZOOM;20;;2825BB;BERKENWOUDE;O
B39010021 ;GROENE ZOOM;21;;2825BB;BERKENWOUDE;O
B39010022 ;GROENE ZOOM;22;;2825BB;BERKENWOUDE;O
B39010023 ;GROENE ZOOM;23;;2825BB;BERKENWOUDE;O
B39010024 ;GROENE ZOOM;24;;2825BB;BERKENWOUDE;O
B39010025 ;GROENE ZOOM;25;;2825BB;BERKENWOUDE;O
B39010026 ;GROENE ZOOM;26;;2825BB;BERKENWOUDE;O
B39010027 ;GROENE ZOOM;27;;2825BB;BERKENWOUDE;O
B39010028 ;GROENE ZOOM;28;;2825BB;BERKENWOUDE;O
B39010029 ;GROENE ZOOM;29;;2825BB;BERKENWOUDE;O
B45010001 ;WESTEINDE;1;;2825AJ;BERKENWOUDE;O
B45010003 ;WESTEINDE;3;;2825AJ;BERKENWOUDE;O
B45010008 ;WESTEINDE;8;;2825AK;BERKENWOUDE;O
B45010010 ;WESTEINDE;10;;2825AK;BERKENWOUDE;O
B45010012 ;WESTEINDE;12;;2825AK;BERKENWOUDE;O
B45010014 ;WESTEINDE;14;;2825AK;BERKENWOUDE;O
B45010016 ;WESTEINDE;16;;2825AK;BERKENWOUDE;O
B45010018 ;WESTEINDE;18;;2825AK;BERKENWOUDE;O
B45010020 ;WESTEINDE;20;;2825AK;BERKENWOUDE;O
B45010022 ;WESTEINDE;22;;2825AK;BERKENWOUDE;O
B45010028 ;WESTEINDE;28;;2825AK;BERKENWOUDE;O
B45010030 ;WESTEINDE;30;;2825AK;BERKENWOUDE;O
B45010032 ;WESTEINDE;32;;2825AK;BERKENWOUDE;O
C05500014 ;MOLENLAAN;14;;2861LB;BERGAMBACHT;O
C07930002 ;TRANSPORTSTRAAT;2;;2861DZ;BERGAMBACHT;O
C07940008 ;TIMMERFABRIEKSTRAAT;8;;2861GV;BERGAMBACHT;O
C07940010 ;TIMMERFABRIEKSTRAAT;10;;2861GV;BERGAMBACHT;O
C07940012 ;TIMMERFABRIEKSTRAAT;12;;2861GV;BERGAMBACHT;O
C07950021 ;NIJVERHEIDSTRAAT;21;;2861GX;BERGAMBACHT;O
C07960014 ;STEENFABRIEKSTRAAT;14;;2861GR;BERGAMBACHT;O
C07960016 ;STEENFABRIEKSTRAAT;16;;2861GR;BERGAMBACHT;O
C07970002 ;SMEDERIJSTRAAT;2;;2861GP;BERGAMBACHT;O
C07970012 ;SMEDERIJSTRAAT;12;;2861GP;BERGAMBACHT;O
C07980011 ;VERBINDINGSWEG;11;;2861GZ;BERGAMBACHT;O
C07990006E;HANDELSWEG;6;E;2861GN;BERGAMBACHT;O
C07990006Z;HANDELSWEG;6;Z;2861GN;BERGAMBACHT;O
C09010017 ;BADHUISSTRAAT;17;;2861XT;BERGAMBACHT;O
D40510010 ;HAZEKADE;10;;2411PP;BODEGRAVEN;O
D40510020 ;HAZEKADE;20;;2411PP;BODEGRAVEN;O
D40810033 ;BUITENKERK;33;;2411PB;BODEGRAVEN;O
D40810052 ;BUITENKERK;52;;2411PC;BODEGRAVEN;O
D40810053 ;BUITENKERK;53;;2411PB;BODEGRAVEN;O
D40810056 ;BUITENKERK;56;;2411PC;BODEGRAVEN;O
D40810057 ;BUITENKERK;57;;2411PC;BODEGRAVEN;O
D40820001 ;BUITENKERK;52;1;2411PC;BODEGRAVEN;O
D47110001 ;MEIJE;1;;2411PG;BODEGRAVEN;O
D47110002 ;MEIJE;2;;2411PG;BODEGRAVEN;O
D47110003 ;MEIJE;3;;2411PG;BODEGRAVEN;O
D47110004 ;MEIJE;4;;2411PG;BODEGRAVEN;O
D47110005 ;MEIJE;5;;2411PG;BODEGRAVEN;O
D47110009 ;MEIJE;9;;2411PG;BODEGRAVEN;O
D47110010 ;MEIJE;10;;2411PG;BODEGRAVEN;O
D47110011 ;MEIJE;11;;2411PG;BODEGRAVEN;O
D47110012 ;MEIJE;12;;2411PG;BODEGRAVEN;O
D47110012A;MEIJE;12;A;2411PG;BODEGRAVEN;O
D47110013 ;MEIJE;13;;2411PG;BODEGRAVEN;O
D47110017 ;MEIJE;17;;2411PG;BODEGRAVEN;O
D47110018 ;MEIJE;18;;2411PG;BODEGRAVEN;O
D47110018A;MEIJE;18;A;2411PG;BODEGRAVEN;O
D47110019 ;MEIJE;19;;2411PG;BODEGRAVEN;O
D47110022 ;MEIJE;22;;2411PH;BODEGRAVEN;O
D47110024 ;MEIJE;24;;2411PH;BODEGRAVEN;O
D47110025 ;MEIJE;25;;2411PH;BODEGRAVEN;O
D47110027 ;MEIJE;27;;2411PH;BODEGRAVEN;O
D47110028 ;MEIJE;28;;2411PH;BODEGRAVEN;O
D47110030 ;MEIJE;30;;2411PH;BODEGRAVEN;O
D47110031 ;MEIJE;31;;2411PH;BODEGRAVEN;O
D47110031A;MEIJE;31;A;2411PH;BODEGRAVEN;O
D47110033 ;MEIJE;33;;2411PH;BODEGRAVEN;O
D47110035 ;MEIJE;35;;2411PH;BODEGRAVEN;O
D47110039 ;MEIJE;39;;2411PH;BODEGRAVEN;O
D47110041 ;MEIJE;41;;2411PJ;BODEGRAVEN;O
D47110043 ;MEIJE;43;;2411PJ;BODEGRAVEN;O
D47110044 ;MEIJE;44;;2411PJ;BODEGRAVEN;O
D47110049 ;MEIJE;49;;2411PJ;BODEGRAVEN;O
D47110050 ;MEIJE;50;;2411PJ;BODEGRAVEN;O
D47110053 ;MEIJE;53;;2411PJ;BODEGRAVEN;O
D47110055A;MEIJE;55;A;2411PJ;BODEGRAVEN;O
D47110057 ;MEIJE;57;;2411PJ;BODEGRAVEN;O
D47110059 ;MEIJE;59;;2411PJ;BODEGRAVEN;O
D47110060 ;MEIJE;60;;2411PJ;BODEGRAVEN;O
D47110063 ;MEIJE;63;;2411PK;BODEGRAVEN;O
D47110064A;MEIJE;64;A;2411PK;BODEGRAVEN;O
D47110064B;MEIJE;64;B;2411PK;BODEGRAVEN;O
D47110066 ;MEIJE;66;;2411PK;BODEGRAVEN;O
D47110067 ;MEIJE;67;;2411PK;BODEGRAVEN;O
D47110068 ;MEIJE;68;;2411PK;BODEGRAVEN;O
D47110069 ;MEIJE;69;;2411PK;BODEGRAVEN;O
D47110075 ;MEIJE;75;;2411PK;BODEGRAVEN;O
D47110077 ;MEIJE;77;;2411PK;BODEGRAVEN;O
D47110079 ;MEIJE;79;;2411PK;BODEGRAVEN;O
D47110080 ;MEIJE;80;;2411PK;BODEGRAVEN;O
D47110081 ;MEIJE;81;;2411PL;BODEGRAVEN;O
D47110082 ;MEIJE;82;;2411PL;BODEGRAVEN;O
D47110083 ;MEIJE;83;;2411PL;BODEGRAVEN;O
D47110085 ;MEIJE;85;;2411PL;BODEGRAVEN;O
D47110087 ;MEIJE;87;;2411PL;BODEGRAVEN;O
D47110088 ;MEIJE;88;;2411PL;BODEGRAVEN;O
D47110089 ;MEIJE;89;;2411PL;BODEGRAVEN;O
D47110090 ;MEIJE;90;;2411PL;BODEGRAVEN;O
D47110091 ;MEIJE;91;;2411PL;BODEGRAVEN;O
D47110092 ;MEIJE;92;;2411PL;BODEGRAVEN;O
D47110093 ;MEIJE;93;;2411PL;BODEGRAVEN;O
D47110094 ;MEIJE;94;;2411PL;BODEGRAVEN;O
D47110095 ;MEIJE;95;;2411PL;BODEGRAVEN;O
D47110098 ;MEIJE;98;;2411PL;BODEGRAVEN;O
D47110099 ;MEIJE;99;;2411PL;BODEGRAVEN;O
D47110100 ;MEIJE;100;;2411PL;BODEGRAVEN;O
D47110101 ;MEIJE;101;;2411PM;BODEGRAVEN;O
D47110102 ;MEIJE;102;;2411PM;BODEGRAVEN;O
D47110104 ;MEIJE;104;;2411PM;BODEGRAVEN;O
D47110107 ;MEIJE;107;;2411PM;BODEGRAVEN;O
D47110110 ;MEIJE;110;;2411PM;BODEGRAVEN;O
D47110111 ;MEIJE;111;;2411PM;BODEGRAVEN;O
D47110112 ;MEIJE;112;;2411PM;BODEGRAVEN;O
D47110113 ;MEIJE;113;;2411PM;BODEGRAVEN;O
D47110117 ;MEIJE;117;;2411PM;BODEGRAVEN;O
D47110121 ;MEIJE;121;;2411PN;BODEGRAVEN;O
D47110128 ;MEIJE;128;;2411PN;BODEGRAVEN;O
D47110129 ;MEIJE;129;;2411PN;BODEGRAVEN;O
D47110131 ;MEIJE;131;;2411PN;BODEGRAVEN;O
D47110132 ;MEIJE;132;;2411PN;BODEGRAVEN;O
D47110133 ;MEIJE;133;;2411PN;BODEGRAVEN;O
D47110134 ;MEIJE;134;;2411PN;BODEGRAVEN;O
D47110135 ;MEIJE;135;;2411PN;BODEGRAVEN;O
D47110136 ;MEIJE;136;;2411PN;BODEGRAVEN;O
D47110138 ;MEIJE;138;;2411PN;BODEGRAVEN;O
D47110174 ;MEIJE;174;;2411PN;BODEGRAVEN;O
D47110176 ;MEIJE;176;;2411PN;BODEGRAVEN;O
D47110180 ;MEIJE;180;;2411PN;BODEGRAVEN;O
D47110186 ;MEIJE;186;;2411PN;BODEGRAVEN;O
D47110188 ;MEIJE;188;;2411PN;BODEGRAVEN;O
D47110204 ;MEIJE;204;;2411PN;BODEGRAVEN;O
D47110206 ;MEIJE;206;;2411PN;BODEGRAVEN;O
D71010001 ;TOLNASINGEL;1;;2411PV;BODEGRAVEN;O
D71010016 ;TOLNASINGEL;16;;2411PV;BODEGRAVEN;O
E60010051 ;ZUIDWIJK;51;;2771CB;BOSKOOP;O
E60010051B;ZUIDWIJK;51;B;2771CB;BOSKOOP;O
E60010070 ;ZUIDWIJK;70;;2771CD;BOSKOOP;O
E60010070A;ZUIDWIJK;70;A;2771CD;BOSKOOP;O
E70010013 ;RIJNEVELD;13;;2771XX;BOSKOOP;O
E70010015 ;RIJNEVELD;15;;2771XX;BOSKOOP;O
E70010016 ;RIJNEVELD;16;;2771XT;BOSKOOP;O
E70010020 ;RIJNEVELD;20;;2771XT;BOSKOOP;O
E70010024 ;RIJNEVELD;24;;2771XT;BOSKOOP;O
E70010025 ;RIJNEVELD;25;;2771XX;BOSKOOP;O
E70010037 ;RIJNEVELD;37;;2771XX;BOSKOOP;O
E70010039 ;RIJNEVELD;39;;2771XX;BOSKOOP;O
E70010041 ;RIJNEVELD;41;;2771XX;BOSKOOP;O
E70010043 ;RIJNEVELD;43;;2771XX;BOSKOOP;O
E70010045 ;RIJNEVELD;45;;2771XX;BOSKOOP;O
E70010048 ;RIJNEVELD;48;;2771XT;BOSKOOP;O
E70010050 ;RIJNEVELD;50;;2771XT;BOSKOOP;O
E70010051 ;RIJNEVELD;51;;2771XX;BOSKOOP;O
E70010054 ;RIJNEVELD;54;;2771XT;BOSKOOP;O
E70010057 ;RIJNEVELD;57;;2771XW;BOSKOOP;O
E70010062 ;RIJNEVELD;62;;2771XS;BOSKOOP;O
E70010063 ;RIJNEVELD;63;;2771XW;BOSKOOP;O
E70010065 ;RIJNEVELD;65;;2771XW;BOSKOOP;O
E70010076 ;RIJNEVELD;76;;2771XS;BOSKOOP;O
E70010083 ;RIJNEVELD;83;;2771XW;BOSKOOP;O
E70010090 ;RIJNEVELD;90;;2771XS;BOSKOOP;O
E70510008 ;ALPHENSEWEG;8;;2771XK;BOSKOOP;O
F11010014 ;CABAUWSEKADE;14;;3411EA;LOPIK;O
F11010015 ;CABAUWSEKADE;15;;3411EA;LOPIK;O
F11010016A;CABAUWSEKADE;16;A;3411EA;LOPIK;O
F11010016B;CABAUWSEKADE;16;B;3411EA;LOPIK;O
F11010017 ;CABAUWSEKADE;17;;3411EA;LOPIK;O
F11010017B;CABAUWSEKADE;17;B;3411EA;LOPIK;O
F11010017C;CABAUWSEKADE;17;C;3411EA;LOPIK;O
F11010018 ;CABAUWSEKADE;18;;3411EB;LOPIK;O
F11010018A;CABAUWSEKADE;18;A;3411EB;LOPIK;O
F11010018B;CABAUWSEKADE;18;B;3411EB;LOPIK;O
F11010019 ;CABAUWSEKADE;19;;3411EB;LOPIK;O
F11010019A;CABAUWSEKADE;19;A;3411EB;LOPIK;O
F11010020 ;CABAUWSEKADE;20;;3411EB;LOPIK;O
F11010021 ;CABAUWSEKADE;21;;3411EB;LOPIK;O
F11010022 ;CABAUWSEKADE;22;;3411EB;LOPIK;O
F11010023 ;CABAUWSEKADE;23;;3411EB;LOPIK;O
F11010024 ;CABAUWSEKADE;24;;3411EB;LOPIK;O
F11010026 ;CABAUWSEKADE;26;;3411EB;LOPIK;O
F11010027 ;CABAUWSEKADE;27;;3411EB;LOPIK;O
F11010029 ;CABAUWSEKADE;29;;3411EB;LOPIK;O
F11010031 ;CABAUWSEKADE;31;;3411EC;LOPIK;O
F11010032 ;CABAUWSEKADE;32;;3411EC;LOPIK;O
F11010032A;CABAUWSEKADE;32;A;3411EC;LOPIK;O
F11010033 ;CABAUWSEKADE;33;;3411EC;LOPIK;O
F11010034 ;CABAUWSEKADE;34;;3411EC;LOPIK;O
F11010034A;CABAUWSEKADE;34;A;3411EC;LOPIK;O
F11010035 ;CABAUWSEKADE;35;;3411EC;LOPIK;O
F11010036 ;CABAUWSEKADE;36;;3411EC;LOPIK;O
F11010037 ;CABAUWSEKADE;37;;3411EC;LOPIK;O
F11010040 ;CABAUWSEKADE;40;;3411EC;LOPIK;O
F11010041 ;CABAUWSEKADE;41;;3411EC;LOPIK;O
F11010041A;CABAUWSEKADE;41;A;3411EC;LOPIK;O
F11010042 ;CABAUWSEKADE;42;;3411EC;LOPIK;O
F11010043 ;CABAUWSEKADE;43;;3411EC;LOPIK;O
F11010044 ;CABAUWSEKADE;44;;3411EC;LOPIK;O
F11010044A;CABAUWSEKADE;44;A;3411EC;LOPIK;O
F11010045 ;CABAUWSEKADE;45;;3411EC;LOPIK;O
F11010045A;CABAUWSEKADE;45;A;3411EC;LOPIK;O
F11010046 ;CABAUWSEKADE;46;;3411EC;LOPIK;O
F11010046B;CABAUWSEKADE;46;B;3411EC;LOPIK;O
F11010047 ;CABAUWSEKADE;47;;3411EC;LOPIK;O
F11010048 ;CABAUWSEKADE;48;;3411EC;LOPIK;O
F11010049 ;CABAUWSEKADE;49;;3411EC;LOPIK;O
F11010050 ;CABAUWSEKADE;50;;3411ED;LOPIK;O
F11010051 ;CABAUWSEKADE;51;;3411ED;LOPIK;O
F11010051A;CABAUWSEKADE;51;A;3411ED;LOPIK;O
F11010052 ;CABAUWSEKADE;52;;3411ED;LOPIK;O
F11010053 ;CABAUWSEKADE;53;;3411ED;LOPIK;O
F11010055 ;CABAUWSEKADE;55;;3411ED;LOPIK;O
F11010057 ;CABAUWSEKADE;57;;3411ED;LOPIK;O
F11010058 ;CABAUWSEKADE;58;;3411ED;LOPIK;O
F11010060 ;CABAUWSEKADE;60;;3411ED;LOPIK;O
F11010065 ;CABAUWSEKADE;65;;3411ED;LOPIK;O
F11010066 ;CABAUWSEKADE;66;;3411ED;LOPIK;O
F11010066A;CABAUWSEKADE;66;A;3411ED;LOPIK;O
F11010067 ;CABAUWSEKADE;67;;3411ED;LOPIK;O
F11010067A;CABAUWSEKADE;67;A;3411ED;LOPIK;O
F11010068 ;CABAUWSEKADE;68;;3411ED;LOPIK;O
F11010068A;CABAUWSEKADE;68;A;3411ED;LOPIK;O
F11010069 ;CABAUWSEKADE;69;;3411ED;LOPIK;O
F11010069A;CABAUWSEKADE;69;A;3411ED;LOPIK;O
F11010070 ;CABAUWSEKADE;70;;3411EE;LOPIK;O
F11010071 ;CABAUWSEKADE;71;;3411EE;LOPIK;O
F11010073 ;CABAUWSEKADE;73;;3411EE;LOPIK;O
F11010074 ;CABAUWSEKADE;74;;3411EE;LOPIK;O
