PCCO;STRAATNAAM;HSNR.;TOEVOEG;POSTCD;PLAATS;STATUS
J38060007 ;AALTJE BAKSTRAAT;7;;2801NH;GOUDA;C
;;;;;;C
J38060018 ;AALTJE BAKSTRAAT;18;;2801NH;GOUDA;C
;;;;;;C
J38060020 ;AALTJE BAKSTRAAT;20;;2801NH;GOUDA;C
;;;;;;C
J38110027 ;KEIZERSTRAAT;27;;2801NJ;GOUDA;C
;;;;;;C
J38110041 ;KEIZERSTRAAT;41;;2801NJ;GOUDA;C
;;;;;;C
J38110041B;KEIZERSTRAAT;41;B;2801NJ;GOUDA;C
;;;;;;C
J38110053 ;KEIZERSTRAAT;53;;2801NK;GOUDA;C
;;;;;;C
J38110057 ;KEIZERSTRAAT;57;;2801NK;GOUDA;C
;;;;;;C
J38310044 ;KOMIJNSTEEG;44;;2801NP;GOUDA;C
;;;;;;C
J38960001 ;RAAM;1;;2801VH;GOUDA;C
;;;;;;C
J38960009C;RAAM;9;C;2801VH;GOUDA;C
;;;;;;C
J38960032 ;RAAM;32;;2801VM;GOUDA;C
;;;;;;C
J38960033 ;RAAM;33;;2801VH;GOUDA;C
;;;;;;C
J38960037A;RAAM;37;A;2801VH;GOUDA;C
;;;;;;C
J38960047 ;RAAM;47;;2801VJ;GOUDA;C
;;;;;;C
J38960047A;RAAM;47;A;2801VJ;GOUDA;C
;;;;;;C
J38960049 ;RAAM;49;;2801VJ;GOUDA;C
;;;;;;C
J38960067 ;RAAM;67;;2801VJ;GOUDA;C
;;;;;;C
J38960071 ;RAAM;71;;2801VJ;GOUDA;C
;;;;;;C
J38960077F;RAAM;77;F;2801VJ;GOUDA;C
;;;;;;C
J38960079A;RAAM;79;A;2801VJ;GOUDA;C
;;;;;;C
J38960079C;RAAM;79;C;2801VJ;GOUDA;C
;;;;;;C
J38960079D;RAAM;79;D;2801VJ;GOUDA;C
;;;;;;C
J38960079F;RAAM;79;F;2801VJ;GOUDA;C
;;;;;;C
J38960079G;RAAM;79;G;2801VJ;GOUDA;C
;;;;;;C
J38960079H;RAAM;79;H;2801VJ;GOUDA;C
;;;;;;C
J38960081C;RAAM;81;C;2801VJ;GOUDA;C
;;;;;;C
J38960081D;RAAM;81;D;2801VJ;GOUDA;C
;;;;;;C
J38960101 ;RAAM;101;;2801VK;GOUDA;C
;;;;;;C
J39010014 ;KANDEELSTRAAT;14;;2801WG;GOUDA;C
;;;;;;C
J39060014 ;VLAMINGSTRAAT;14;;2801VW;GOUDA;C
;;;;;;C
J39060016 ;VLAMINGSTRAAT;16;;2801VW;GOUDA;C
;;;;;;C
J39060018 ;VLAMINGSTRAAT;18;;2801VW;GOUDA;C
;;;;;;C
J39060020 ;VLAMINGSTRAAT;20;;2801VW;GOUDA;C
;;;;;;C
J39060022 ;VLAMINGSTRAAT;22;;2801VW;GOUDA;C
;;;;;;C
J39060028 ;VLAMINGSTRAAT;28;;2801VW;GOUDA;C
;;;;;;C
J39060028A;VLAMINGSTRAAT;28;A;2801VW;GOUDA;C
;;;;;;C
J39060046 ;VLAMINGSTRAAT;46;;2801VW;GOUDA;C
;;;;;;C
J39170002 ;MESSENMAKERSSTEEGJE;2;;2801WJ;GOUDA;C
;;;;;;C
J40260060A;PRINS HENDRIKSTRAAT;60;A;2802JL;GOUDA;C
;;;;;;C
J40260062 ;PRINS HENDRIKSTRAAT;62;;2802JL;GOUDA;C
;;;;;;C
J40260064A;PRINS HENDRIKSTRAAT;64;A;2802JL;GOUDA;C
;;;;;;C
J40260066 ;PRINS HENDRIKSTRAAT;66;;2802JL;GOUDA;C
;;;;;;C
J40260070 ;PRINS HENDRIKSTRAAT;70;;2802JL;GOUDA;C
;;;;;;C
J40260096 ;PRINS HENDRIKSTRAAT;96;;2802JM;GOUDA;C
;;;;;;C
J40660001A;BOSWEG;1;A;2802NN;GOUDA;C
;;;;;;C
J40660012 ;BOSWEG;12;;2802NT;GOUDA;C
;;;;;;C
J40660017 ;BOSWEG;17;;2802NN;GOUDA;C
;;;;;;C
J40660018 ;BOSWEG;18;;2802NT;GOUDA;C
;;;;;;C
J40660049 ;BOSWEG;49;;2802NP;GOUDA;C
;;;;;;C
J40660059 ;BOSWEG;59;;2802NP;GOUDA;C
;;;;;;C
J40660087 ;BOSWEG;87;;2802NR;GOUDA;C
;;;;;;C
J40660089 ;BOSWEG;89;;2802NR;GOUDA;C
;;;;;;C
J40660105 ;BOSWEG;105;;2802NS;GOUDA;C
;;;;;;C
J40860018 ;PR JULIANASTRAAT;18;;2802JR;GOUDA;C
;;;;;;C
J40910069 ;BOCKENBERGSTRAAT;69;;2802JT;GOUDA;C
;;;;;;C
J40910073 ;BOCKENBERGSTRAAT;73;;2802JT;GOUDA;C
;;;;;;C
J40910081 ;BOCKENBERGSTRAAT;81;;2802JV;GOUDA;C
;;;;;;C
J40910085 ;BOCKENBERGSTRAAT;85;;2802JV;GOUDA;C
;;;;;;C
J40910089 ;BOCKENBERGSTRAAT;89;;2802JV;GOUDA;C
;;;;;;C
J40910104 ;BOCKENBERGSTRAAT;104;;2802JX;GOUDA;C
;;;;;;C
J40910108 ;BOCKENBERGSTRAAT;108;;2802JX;GOUDA;C
;;;;;;C
J40910112 ;BOCKENBERGSTRAAT;112;;2802JX;GOUDA;C
;;;;;;C
J40960045 ;SNOYSTRAAT;45;;2802ST;GOUDA;C
;;;;;;C
J40960065 ;SNOYSTRAAT;65;;2802SV;GOUDA;C
;;;;;;C
J40960067 ;SNOYSTRAAT;67;;2802SV;GOUDA;C
;;;;;;C
J41360096 ;WALVISSTRAAT;96;;2802SE;GOUDA;C
;;;;;;C
J41410004 ;GERARD LEEUSTRAAT;4;;2802RZ;GOUDA;C
;;;;;;C
J41410015 ;GERARD LEEUSTRAAT;15;;2802RZ;GOUDA;C
;;;;;;C
J41460031 ;EMMASTRAAT;31;;2802LA;GOUDA;C
;;;;;;C
J41460031A;EMMASTRAAT;31;A;2802LA;GOUDA;C
;;;;;;C
J41460039 ;EMMASTRAAT;39;;2802LA;GOUDA;C
;;;;;;C
J41560036 ;EERSTE POTGIETERSTR.;36;;2802LE;GOUDA;C
;;;;;;C
J41610003 ;JACOB VAN LENNEPKADE;3;;2802LG;GOUDA;C
;;;;;;C
J41610022 ;JACOB VAN LENNEPKADE;22;;2802LH;GOUDA;C
;;;;;;C
J41660049 ;CONST HUYGENSSTRAAT;49;;2802LT;GOUDA;C
;;;;;;C
J41660062A;CONST HUYGENSSTRAAT;62;A;2802LX;GOUDA;C
;;;;;;C
J41660071 ;CONST HUYGENSSTRAAT;71;;2802LT;GOUDA;C
;;;;;;C
J41660075 ;CONST HUYGENSSTRAAT;75;;2802LV;GOUDA;C
;;;;;;C
J41660078 ;CONST HUYGENSSTRAAT;78;;2802LZ;GOUDA;C
;;;;;;C
J41660081 ;CONST HUYGENSSTRAAT;81;;2802LV;GOUDA;C
;;;;;;C
J41660121A;CONST HUYGENSSTRAAT;121;A;2802LV;GOUDA;C
;;;;;;C
J41660121B;CONST HUYGENSSTRAAT;121;B;2802LV;GOUDA;C
;;;;;;C
J41660121C;CONST HUYGENSSTRAAT;121;C;2802LV;GOUDA;C
;;;;;;C
J41660123 ;CONST HUYGENSSTRAAT;123;;2802LV;GOUDA;C
;;;;;;C
J41710005 ;R.VISSCHERSTRAAT;5;;2802NB;GOUDA;C
;;;;;;C
J41710013 ;R.VISSCHERSTRAAT;13;;2802NB;GOUDA;C
;;;;;;C
J41710015 ;R.VISSCHERSTRAAT;15;;2802NB;GOUDA;C
;;;;;;C
J41760035 ;VONDELSTRAAT;35;;2802NH;GOUDA;C
;;;;;;C
J41760061 ;VONDELSTRAAT;61;;2802NH;GOUDA;C
;;;;;;C
J41760063 ;VONDELSTRAAT;63;;2802NH;GOUDA;C
;;;;;;C
J42210005 ;SLUISDIJK;5;;2809NA;GOUDA;C
;;;;;;C
J42360012 ;TWEEDE M.TIENDEWEG;12;;2809NC;GOUDA;C
;;;;;;C
J42360028 ;TWEEDE M.TIENDEWEG;28;;2809NC;GOUDA;C
;;;;;;C
J42760001 ;EDISONSTRAAT;1;;2809PC;GOUDA;C
;;;;;;C
J42760001A;EDISONSTRAAT;1;A;2809PC;GOUDA;C
;;;;;;C
J42760001B;EDISONSTRAAT;1;B;2809PC;GOUDA;C
;;;;;;C
J42760001C;EDISONSTRAAT;1;C;2809PC;GOUDA;C
;;;;;;C
J42760002 ;EDISONSTRAAT;2;;2809PB;GOUDA;C
;;;;;;C
J42760003 ;EDISONSTRAAT;3;;2809PC;GOUDA;C
;;;;;;C
J42760003A;EDISONSTRAAT;3;A;2809PC;GOUDA;C
;;;;;;C
J42760003B;EDISONSTRAAT;3;B;2809PC;GOUDA;C
;;;;;;C
J42760003C;EDISONSTRAAT;3;C;2809PC;GOUDA;C
;;;;;;C
J42760003D;EDISONSTRAAT;3;D;2809PC;GOUDA;C
;;;;;;C
J42760005 ;EDISONSTRAAT;5;;2809PC;GOUDA;C
;;;;;;C
J42760006A;EDISONSTRAAT;6;A;2809PB;GOUDA;C
;;;;;;C
J42760006B;EDISONSTRAAT;6;B;2809PB;GOUDA;C
;;;;;;C
J42760007 ;EDISONSTRAAT;7;;2809PC;GOUDA;C
;;;;;;C
J42760010 ;EDISONSTRAAT;10;;2809PB;GOUDA;C
;;;;;;C
J42760012 ;EDISONSTRAAT;12;;2809PB;GOUDA;C
;;;;;;C
J42760016 ;EDISONSTRAAT;16;;2809PB;GOUDA;C
;;;;;;C
J42760016A;EDISONSTRAAT;16;A;2809PB;GOUDA;C
;;;;;;C
J42760016B;EDISONSTRAAT;16;B;2809PB;GOUDA;C
;;;;;;C
J42760016C;EDISONSTRAAT;16;C;2809PB;GOUDA;C
;;;;;;C
J42760016E;EDISONSTRAAT;16;E;2809PB;GOUDA;C
;;;;;;C
J42760016F;EDISONSTRAAT;16;F;2809PB;GOUDA;C
;;;;;;C
J42760016G;EDISONSTRAAT;16;G;2809PB;GOUDA;C
;;;;;;C
J42760016K;EDISONSTRAAT;16;K;2809PB;GOUDA;C
;;;;;;C
J42760016M;EDISONSTRAAT;16;M;2809PB;GOUDA;C
;;;;;;C
J42760016N;EDISONSTRAAT;16;N;2809PB;GOUDA;C
;;;;;;C
J42760016P;EDISONSTRAAT;16;P;2809PB;GOUDA;C
;;;;;;C
J42810003 ;JAMES WATTSTRAAT;3;;2809PA;GOUDA;C
;;;;;;C
J42810003A;JAMES WATTSTRAAT;3;A;2809PA;GOUDA;C
;;;;;;C
J42810003B;JAMES WATTSTRAAT;3;B;2809PA;GOUDA;C
;;;;;;C
J42810003C;JAMES WATTSTRAAT;3;C;2809PA;GOUDA;C
;;;;;;C
J42810005 ;JAMES WATTSTRAAT;5;;2809PA;GOUDA;C
;;;;;;C
J42810005A;JAMES WATTSTRAAT;5;A;2809PA;GOUDA;C
;;;;;;C
J42810006 ;JAMES WATTSTRAAT;6;;2809PA;GOUDA;C
;;;;;;C
J42810006A;JAMES WATTSTRAAT;6;A;2809PA;GOUDA;C
;;;;;;C
J42810007 ;JAMES WATTSTRAAT;7;;2809PA;GOUDA;C
;;;;;;C
J42810007B;JAMES WATTSTRAAT;7;B;2809PA;GOUDA;C
;;;;;;C
J42810007C;JAMES WATTSTRAAT;7;C;2809PA;GOUDA;C
;;;;;;C
J42810008 ;JAMES WATTSTRAAT;8;;2809PA;GOUDA;C
;;;;;;C
J42810009 ;JAMES WATTSTRAAT;9;;2809PA;GOUDA;C
;;;;;;C
J42810011 ;JAMES WATTSTRAAT;11;;2809PA;GOUDA;C
;;;;;;C
J42810011B;JAMES WATTSTRAAT;11;B;2809PA;GOUDA;C
;;;;;;C
J42810011C;JAMES WATTSTRAAT;11;C;2809PA;GOUDA;C
;;;;;;C
J42810011E;JAMES WATTSTRAAT;11;E;2809PA;GOUDA;C
;;;;;;C
J42810011F;JAMES WATTSTRAAT;11;F;2809PA;GOUDA;C
;;;;;;C
J42810012 ;JAMES WATTSTRAAT;12;;2809PA;GOUDA;C
;;;;;;C
J42810013 ;JAMES WATTSTRAAT;13;;2809PA;GOUDA;C
;;;;;;C
J42810013A;JAMES WATTSTRAAT;13;A;2809PA;GOUDA;C
;;;;;;C
J42810013C;JAMES WATTSTRAAT;13;C;2809PA;GOUDA;C
;;;;;;C
J42810013D;JAMES WATTSTRAAT;13;D;2809PA;GOUDA;C
;;;;;;C
J42810013F;JAMES WATTSTRAAT;13;F;2809PA;GOUDA;C
;;;;;;C
J42810013G;JAMES WATTSTRAAT;13;G;2809PA;GOUDA;C
;;;;;;C
J42810013J;JAMES WATTSTRAAT;13;J;2809PA;GOUDA;C
;;;;;;C
J42810013K;JAMES WATTSTRAAT;13;K;2809PA;GOUDA;C
;;;;;;C
J42810015B;JAMES WATTSTRAAT;15;B;2809PA;GOUDA;C
;;;;;;C
J42810015C;JAMES WATTSTRAAT;15;C;2809PA;GOUDA;C
;;;;;;C
J42810015D;JAMES WATTSTRAAT;15;D;2809PA;GOUDA;C
;;;;;;C
J42810015E;JAMES WATTSTRAAT;15;E;2809PA;GOUDA;C
;;;;;;C
J42810015F;JAMES WATTSTRAAT;15;F;2809PA;GOUDA;C
;;;;;;C
J42810015G;JAMES WATTSTRAAT;15;G;2809PA;GOUDA;C
;;;;;;C
J42810015H;JAMES WATTSTRAAT;15;H;2809PA;GOUDA;C
;;;;;;C
J42810015K;JAMES WATTSTRAAT;15;K;2809PA;GOUDA;C
;;;;;;C
J42810019 ;JAMES WATTSTRAAT;19;;2809PA;GOUDA;C
;;;;;;C
J42830028 ;VOLTAWEG;28;;2809JP;GOUDA;C
;;;;;;C
J42910004 ;MARCONISTRAAT;4;;2809PD;GOUDA;C
;;;;;;C
J42910005 ;MARCONISTRAAT;5;;2809PH;GOUDA;C
;;;;;;C
J42910013 ;MARCONISTRAAT;13;;2809PH;GOUDA;C
;;;;;;C
J42910015 ;MARCONISTRAAT;15;;2809PH;GOUDA;C
;;;;;;C
J42910017 ;MARCONISTRAAT;17;;2809PH;GOUDA;C
;;;;;;C
J42910019 ;MARCONISTRAAT;19;;2809PH;GOUDA;C
;;;;;;C
J42910020 ;MARCONISTRAAT;20;;2809PD;GOUDA;C
;;;;;;C
J42910021 ;MARCONISTRAAT;21;;2809PH;GOUDA;C
;;;;;;C
J42910023 ;MARCONISTRAAT;23;;2809PH;GOUDA;C
;;;;;;C
J42910026 ;MARCONISTRAAT;26;;2809PD;GOUDA;C
;;;;;;C
J42910027 ;MARCONISTRAAT;27;;2809PH;GOUDA;C
;;;;;;C
J42910029 ;MARCONISTRAAT;29;;2809PH;GOUDA;C
;;;;;;C
J42910036 ;MARCONISTRAAT;36;;2809PE;GOUDA;C
;;;;;;C
J42910040 ;MARCONISTRAAT;40;;2809PE;GOUDA;C
;;;;;;C
J42910042 ;MARCONISTRAAT;42;;2809PE;GOUDA;C
;;;;;;C
J42910044 ;MARCONISTRAAT;44;;2809PE;GOUDA;C
;;;;;;C
J42910048 ;MARCONISTRAAT;48;;2809PE;GOUDA;C
;;;;;;C
J42910054 ;MARCONISTRAAT;54;;2809PE;GOUDA;C
;;;;;;C
J42910056 ;MARCONISTRAAT;56;;2809PE;GOUDA;C
;;;;;;C
J42910058 ;MARCONISTRAAT;58;;2809PE;GOUDA;C
;;;;;;C
J42910060 ;MARCONISTRAAT;60;;2809PE;GOUDA;C
;;;;;;C
J42910062 ;MARCONISTRAAT;62;;2809PE;GOUDA;C
;;;;;;C
J42910064 ;MARCONISTRAAT;64;;2809PE;GOUDA;C
;;;;;;C
J42910066 ;MARCONISTRAAT;66;;2809PE;GOUDA;C
;;;;;;C
J42910066A;MARCONISTRAAT;66;A;2809PE;GOUDA;C
;;;;;;C
J42910066D;MARCONISTRAAT;66;D;2809PE;GOUDA;C
;;;;;;C
J42910066F;MARCONISTRAAT;66;F;2809PE;GOUDA;C
;;;;;;C
J42910066H;MARCONISTRAAT;66;H;2809PE;GOUDA;C
;;;;;;C
J42910068C;MARCONISTRAAT;68;C;2809PE;GOUDA;C
;;;;;;C
J42910068G;MARCONISTRAAT;68;G;2809PE;GOUDA;C
;;;;;;C
J42910068R;MARCONISTRAAT;68;R;2809PE;GOUDA;C
;;;;;;C
J42910070 ;MARCONISTRAAT;70;;2809PE;GOUDA;C
;;;;;;C
J42910072 ;MARCONISTRAAT;72;;2809PE;GOUDA;C
;;;;;;C
J42910074 ;MARCONISTRAAT;74;;2809PE;GOUDA;C
;;;;;;C
J42910101 ;MARCONISTRAAT;101;;2809PG;GOUDA;C
;;;;;;C
J42910105 ;MARCONISTRAAT;105;;2809PG;GOUDA;C
;;;;;;C
J42910107 ;MARCONISTRAAT;107;;2809PD;GOUDA;C
;;;;;;C
J42910117 ;MARCONISTRAAT;117;;2809PG;GOUDA;C
;;;;;;C
J42910121 ;MARCONISTRAAT;121;;2809PG;GOUDA;C
;;;;;;C
J43360011 ;LISPLANTSOEN;11;;2802ZA;GOUDA;C
;;;;;;C
J43360025 ;LISPLANTSOEN;25;;2802ZA;GOUDA;C
;;;;;;C
J43360026 ;LISPLANTSOEN;26;;2802ZA;GOUDA;C
;;;;;;C
J43410001F;HOEFBLADSTRAAT;1;F;2802ZB;GOUDA;C
;;;;;;C
J43560002 ;GENTIAANSTRAAT;2;;2802ZW;GOUDA;C
;;;;;;C
J43560005 ;GENTIAANSTRAAT;5;;2802ZW;GOUDA;C
;;;;;;C
J44060010 ;VOSSIUSSTRAAT;10;;2802XP;GOUDA;C
;;;;;;C
J44060023 ;VOSSIUSSTRAAT;23;;2802XK;GOUDA;C
;;;;;;C
J44210002 ;NICOLAAS BEETSSTRAAT;2;;2802NA;GOUDA;C
;;;;;;C
J44210013 ;NICOLAAS BEETSSTRAAT;13;;2802NA;GOUDA;C
;;;;;;C
J44260028 ;TOLLENSSTRAAT;28;;2802LN;GOUDA;C
;;;;;;C
J44260043 ;TOLLENSSTRAAT;43;;2802LK;GOUDA;C
;;;;;;C
J44260100A;TOLLENSSTRAAT;100;A;2802LR;GOUDA;C
;;;;;;C
J44260100B;TOLLENSSTRAAT;100;B;2802LR;GOUDA;C
;;;;;;C
J44360022 ;DA COSTAKADE;22;;2802VP;GOUDA;C
;;;;;;C
J44460077 ;2E E J POTGIETERSTRA;77;;2802VB;GOUDA;C
;;;;;;C
J44610076 ;BURG GAARLANDTSNGL;76;;2802TE;GOUDA;C
;;;;;;C
J44610089 ;BURG GAARLANDTSNGL;89;;2802TG;GOUDA;C
;;;;;;C
J44610105 ;BURG GAARLANDTSNGL;105;;2802TH;GOUDA;C
;;;;;;C
J44610106 ;BURG GAARLANDTSNGL;106;;2802TH;GOUDA;C
;;;;;;C
J44610109 ;BURG GAARLANDTSNGL;109;;2802TH;GOUDA;C
;;;;;;C
J44610112 ;BURG GAARLANDTSNGL;112;;2802TH;GOUDA;C
;;;;;;C
J44610117 ;BURG GAARLANDTSNGL;117;;2802TH;GOUDA;C
;;;;;;C
J44610141 ;BURG GAARLANDTSNGL;141;;2802TK;GOUDA;C
;;;;;;C
J44760027 ;KON.WILHELMINAWEG;27;;2802HB;GOUDA;C
;;;;;;C
J44760068 ;KON.WILHELMINAWEG;68;;2802HR;GOUDA;C
;;;;;;C
J44760073 ;KON.WILHELMINAWEG;73;;2802HC;GOUDA;C
;;;;;;C
J44760075 ;KON.WILHELMINAWEG;75;;2802HC;GOUDA;C
;;;;;;C
J44760080 ;KON.WILHELMINAWEG;80;;2802HR;GOUDA;C
;;;;;;C
J44760089 ;KON.WILHELMINAWEG;89;;2802HC;GOUDA;C
;;;;;;C
J44760097 ;KON.WILHELMINAWEG;97;;2802HC;GOUDA;C
;;;;;;C
J44760150 ;KON.WILHELMINAWEG;150;;2802HT;GOUDA;C
;;;;;;C
J44760215 ;KON.WILHELMINAWEG;215;;2802HE;GOUDA;C
;;;;;;C
J44760237 ;KON.WILHELMINAWEG;237;;2802HE;GOUDA;C
;;;;;;C
J44760241 ;KON.WILHELMINAWEG;241;;2802HE;GOUDA;C
;;;;;;C
J45760011 ;NIJVERHEIDSSTRAAT;11;;2802AG;GOUDA;C
;;;;;;C
J45760016.;NIJVERHEIDSSTRAAT;16;.;2802AL;GOUDA;C
;;;;;;C
J45760059 ;NIJVERHEIDSSTRAAT;59;;2802AH;GOUDA;C
;;;;;;C
J45760079.;NIJVERHEIDSSTRAAT;79;.;2802AJ;GOUDA;C
;;;;;;C
J45960001B;NIEUWE GOUWE W.Z.;1;B;2802AN;GOUDA;C
;;;;;;C
J45960008 ;NIEUWE GOUWE W.Z.;8;;2802AN;GOUDA;C
;;;;;;C
J45960010 ;NIEUWE GOUWE W.Z.;10;;2802AN;GOUDA;C
;;;;;;C
J45960011 ;NIEUWE GOUWE W.Z.;11;;2802AN;GOUDA;C
;;;;;;C
J45960019 ;NIEUWE GOUWE W.Z.;19;;2802AN;GOUDA;C
;;;;;;C
J46110003 ;ALBERT PLESMANPLEIN;3;;2805AA;GOUDA;C
;;;;;;C
J46110020 ;ALBERT PLESMANPLEIN;20;;2805AB;GOUDA;C
;;;;;;C
J46110073 ;ALBERT PLESMANPLEIN;73;;2805AD;GOUDA;C
;;;;;;C
J46160213 ;A. PLESMANPLEIN;18;213;2805AB;GOUDA;C
;;;;;;C
J46160219 ;A. PLESMANPLEIN;18;219;2805AB;GOUDA;C
;;;;;;C
J46160313 ;A. PLESMANPLEIN;18;313;2805AB;GOUDA;C
;;;;;;C
J46160320 ;A. PLESMANPLEIN;18;320;2805AB;GOUDA;C
;;;;;;C
J46160404 ;A. PLESMANPLEIN;18;404;2805AB;GOUDA;C
;;;;;;C
J46160407 ;A. PLESMANPLEIN;18;407;2805AB;GOUDA;C
;;;;;;C
J46160511 ;A. PLESMANPLEIN;18;511;2805AB;GOUDA;C
;;;;;;C
J46160519 ;A. PLESMANPLEIN;18;519;2805AB;GOUDA;C
;;;;;;C
J46160613 ;A. PLESMANPLEIN;18;613;2805AB;GOUDA;C
;;;;;;C
J46160709 ;A. PLESMANPLEIN;18;709;2805AB;GOUDA;C
;;;;;;C
J46360052 ;GRAAF FLORISWEG;52;;2805AM;GOUDA;C
;;;;;;C
J46360055 ;GRAAF FLORISWEG;55;;2805AG;GOUDA;C
;;;;;;C
J46360064 ;GRAAF FLORISWEG;64;;2805AM;GOUDA;C
;;;;;;C
J46360098 ;GRAAF FLORISWEG;98;;2805AN;GOUDA;C
;;;;;;C
J46360115 ;GRAAF FLORISWEG;115;;2805AJ;GOUDA;C
;;;;;;C
J46410013 ;STATENSINGEL;13;;2805BE;GOUDA;C
;;;;;;C
J46410022 ;STATENSINGEL;22;;2805BE;GOUDA;C
;;;;;;C
J46410023 ;STATENSINGEL;23;;2805BE;GOUDA;C
;;;;;;C
J46410052 ;STATENSINGEL;52;;2805BE;GOUDA;C
;;;;;;C
J46410062 ;STATENSINGEL;62;;2805BJ;GOUDA;C
;;;;;;C
J46410096 ;STATENSINGEL;96;;2805BK;GOUDA;C
;;;;;;C
J46410109 ;STATENSINGEL;109;;2805BH;GOUDA;C
;;;;;;C
J46410114 ;STATENSINGEL;114;;2805BK;GOUDA;C
;;;;;;C
J46410126 ;STATENSINGEL;126;;2805BL;GOUDA;C
;;;;;;C
J46410130 ;STATENSINGEL;130;;2805BL;GOUDA;C
;;;;;;C
J46410132 ;STATENSINGEL;132;;2805BL;GOUDA;C
;;;;;;C
J46560008 ;P.C.BOTHSTRAAT;8;;2805RD;GOUDA;C
;;;;;;C
J46560014 ;P.C.BOTHSTRAAT;14;;2805RD;GOUDA;C
;;;;;;C
J46560041 ;P.C.BOTHSTRAAT;41;;2805RB;GOUDA;C
;;;;;;C
J46560043 ;P.C.BOTHSTRAAT;43;;2805RB;GOUDA;C
;;;;;;C
J46560044 ;P.C.BOTHSTRAAT;44;;2805RE;GOUDA;C
;;;;;;C
J46560045 ;P.C.BOTHSTRAAT;45;;2805RB;GOUDA;C
;;;;;;C
J46560061 ;P.C.BOTHSTRAAT;61;;2805RC;GOUDA;C
;;;;;;C
J46560094 ;P.C.BOTHSTRAAT;94;;2805RG;GOUDA;C
;;;;;;C
J46560097 ;P.C.BOTHSTRAAT;97;;2805RC;GOUDA;C
;;;;;;C
J46560103 ;P.C.BOTHSTRAAT;103;;2805RC;GOUDA;C
;;;;;;C
J46710001 ;WILLEM EN MARIALAAN;1;;2805AR;GOUDA;C
;;;;;;C
J46710038 ;WILLEM EN MARIALAAN;38;;2805AR;GOUDA;C
;;;;;;C
J46710046 ;WILLEM EN MARIALAAN;46;;2805AR;GOUDA;C
;;;;;;C
J46710048 ;WILLEM EN MARIALAAN;48;;2805AR;GOUDA;C
;;;;;;C
J46710054 ;WILLEM EN MARIALAAN;54;;2805AS;GOUDA;C
;;;;;;C
J46710056 ;WILLEM EN MARIALAAN;56;;2805AS;GOUDA;C
;;;;;;C
J46710070 ;WILLEM EN MARIALAAN;70;;2805AS;GOUDA;C
;;;;;;C
J46710072 ;WILLEM EN MARIALAAN;72;;2805AS;GOUDA;C
;;;;;;C
J46710078 ;WILLEM EN MARIALAAN;78;;2805AS;GOUDA;C
;;;;;;C
J46760008 ;PRINS MAURITSSTRAAT;8;;2805AV;GOUDA;C
;;;;;;C
J46810013 ;ORANJE-NASSAULAAN;13;;2805CR;GOUDA;C
;;;;;;C
J46810033 ;ORANJE-NASSAULAAN;33;;2805CS;GOUDA;C
;;;;;;C
J46810048 ;ORANJE-NASSAULAAN;48;;2805CT;GOUDA;C
;;;;;;C
J46810055 ;ORANJE-NASSAULAAN;55;;2805CT;GOUDA;C
;;;;;;C
J46810060 ;ORANJE-NASSAULAAN;60;;2805CT;GOUDA;C
;;;;;;C
J46860012 ;STADHOUDERSLAAN;12;;2805EP;GOUDA;C
;;;;;;C
J46910008 ;FREDERIK HENDRIKLAAN;8;;2805EL;GOUDA;C
;;;;;;C
J46910031 ;FREDERIK HENDRIKLAAN;31;;2805EH;GOUDA;C
;;;;;;C
J46910032 ;FREDERIK HENDRIKLAAN;32;;2805EL;GOUDA;C
;;;;;;C
J46910039 ;FREDERIK HENDRIKLAAN;39;;2805EH;GOUDA;C
;;;;;;C
J46910045 ;FREDERIK HENDRIKLAAN;45;;2805EH;GOUDA;C
;;;;;;C
J46910059 ;FREDERIK HENDRIKLAAN;59;;2805EJ;GOUDA;C
;;;;;;C
J46910083 ;FREDERIK HENDRIKLAAN;83;;2805EJ;GOUDA;C
;;;;;;C
J46910087 ;FREDERIK HENDRIKLAAN;87;;2805EK;GOUDA;C
;;;;;;C
J46910101 ;FREDERIK HENDRIKLAAN;101;;2805EK;GOUDA;C
;;;;;;C
J46910103 ;FREDERIK HENDRIKLAAN;103;;2805EK;GOUDA;C
;;;;;;C
J46960010 ;L. DE COLIGNYSTRAAT;10;;2805EC;GOUDA;C
;;;;;;C
J46960013 ;L. DE COLIGNYSTRAAT;13;;2805EA;GOUDA;C
;;;;;;C
J46960030 ;L. DE COLIGNYSTRAAT;30;;2805EC;GOUDA;C
;;;;;;C
J46960045 ;L. DE COLIGNYSTRAAT;45;;2805EB;GOUDA;C
;;;;;;C
J46960047 ;L. DE COLIGNYSTRAAT;47;;2805EB;GOUDA;C
;;;;;;C
J46960055 ;L. DE COLIGNYSTRAAT;55;;2805EB;GOUDA;C
;;;;;;C
J46960067 ;L. DE COLIGNYSTRAAT;67;;2805EB;GOUDA;C
;;;;;;C
J46960068 ;L. DE COLIGNYSTRAAT;68;;2805ED;GOUDA;C
;;;;;;C
J46960072 ;L. DE COLIGNYSTRAAT;72;;2805ED;GOUDA;C
;;;;;;C
J46960076 ;L. DE COLIGNYSTRAAT;76;;2805ED;GOUDA;C
;;;;;;C
J46960098 ;L. DE COLIGNYSTRAAT;98;;2805EE;GOUDA;C
;;;;;;C
